,str,dex,con,int,wis,cha,ac,hp,perception,fortitude,reflex,will,focus,book,level
257,5.0,3.0,5.0,-1.0,0.0,4.0,32.0,230,23.0,23.0,21.0,18.0,0,Pathfinder #161: Belly of the Black Whale,12
278,5.0,8.0,5.0,0.0,3.0,0.0,31.0,300,23.0,24.0,27.0,20.0,0,Pathfinder #161: Belly of the Black Whale,13
279,10.0,7.0,6.0,-5.0,0.0,-5.0,43.0,455,36.0,34.0,35.0,28.0,0,Pathfinder #161: Belly of the Black Whale,20
282,6.0,8.0,4.0,-5.0,0.0,-5.0,36.0,250,25.0,25.0,31.0,21.0,0,Pathfinder #161: Belly of the Black Whale,14
283,6.0,8.0,4.0,-5.0,0.0,-5.0,34.0,250,23.0,23.0,29.0,19.0,0,Pathfinder #161: Belly of the Black Whale,14
271,5.0,0.0,5.0,2.0,3.0,4.0,39.0,290,28.0,29.0,22.0,25.0,0,Pathfinder #161: Belly of the Black Whale,16
425,4.0,6.0,3.0,0.0,3.0,2.0,29.0,175,21.0,19.0,22.0,19.0,0,Pathfinder #161: Belly of the Black Whale,10
421,8.0,8.0,8.0,0.0,0.0,0.0,40.0,225,28.0,30.0,28.0,22.0,1,Pathfinder #161: Belly of the Black Whale,16
420,8.0,8.0,8.0,0.0,0.0,0.0,40.0,225,28.0,30.0,28.0,22.0,1,Pathfinder #161: Belly of the Black Whale,16
254,6.0,8.0,4.0,-5.0,0.0,-5.0,34.0,270,25.0,23.0,29.0,19.0,0,Pathfinder #161: Belly of the Black Whale,14
412,3.0,6.0,5.0,1.0,4.0,5.0,41.0,240,32.0,30.0,33.0,26.0,0,Pathfinder #161: Belly of the Black Whale,17
311,5.0,6.0,3.0,1.0,4.0,0.0,38.0,300,30.0,26.0,31.0,27.0,0,Pathfinder #161: Belly of the Black Whale,16
261,5.0,5.0,5.0,-2.0,2.0,1.0,32.0,210,25.0,23.0,25.0,18.0,0,Pathfinder #161: Belly of the Black Whale,12
341,1.0,5.0,4.0,5.0,4.0,-1.0,34.0,220,28.0,26.0,27.0,28.0,0,Pathfinder #161: Belly of the Black Whale,14
318,9.0,6.0,9.0,5.0,6.0,5.0,39.0,300,29.0,31.0,28.0,28.0,0,Pathfinder #161: Belly of the Black Whale,16
258,5.0,3.0,5.0,-1.0,0.0,4.0,32.0,230,23.0,23.0,21.0,18.0,0,Pathfinder #161: Belly of the Black Whale,12
323,6.0,2.0,2.0,4.0,4.0,0.0,36.0,270,27.0,26.0,24.0,26.0,0,Pathfinder #161: Belly of the Black Whale,14
324,9.0,6.0,9.0,5.0,6.0,5.0,39.0,300,29.0,31.0,28.0,28.0,0,Pathfinder #161: Belly of the Black Whale,16
3574,3.0,2.0,3.0,0.0,1.0,0.0,15.0,25,7.0,8.0,7.0,6.0,0,Pathfinder Bounty #3: Shadows and Scarecrows,1
3668,0.0,1.0,2.0,0.0,3.0,4.0,16.0,28,8.0,7.0,6.0,10.0,1,Pathfinder Bounty #3: Shadows and Scarecrows,2
316,-5.0,8.0,2.0,2.0,6.0,4.0,37.0,110,25.0,19.0,27.0,23.0,0,Pathfinder #160: Assault on Hunting Lodge Seven,13
396,4.0,2.0,4.0,0.0,2.0,1.0,24.0,120,17.0,16.0,11.0,14.0,0,Pathfinder #160: Assault on Hunting Lodge Seven,6
409,6.0,8.0,4.0,3.0,4.0,3.0,38.0,275,27.0,27.0,29.0,27.0,1,Pathfinder #160: Assault on Hunting Lodge Seven,15
387,5.0,8.0,4.0,0.0,4.0,3.0,36.0,305,26.0,24.0,30.0,26.0,0,Pathfinder #160: Assault on Hunting Lodge Seven,14
386,6.0,3.0,1.0,0.0,5.0,3.0,36.0,240,29.0,21.0,23.0,27.0,1,Pathfinder #160: Assault on Hunting Lodge Seven,14
281,6.0,8.0,4.0,-5.0,0.0,-5.0,34.0,230,23.0,23.0,29.0,19.0,0,Pathfinder #160: Assault on Hunting Lodge Seven,13
247,0.0,4.0,2.0,4.0,2.0,0.0,22.0,75,13.0,13.0,15.0,11.0,0,Pathfinder #160: Assault on Hunting Lodge Seven,5
340,0.0,4.0,2.0,3.0,6.0,3.0,36.0,300,29.0,25.0,27.0,31.0,1,Pathfinder #160: Assault on Hunting Lodge Seven,15
374,4.0,3.0,4.0,0.0,1.0,1.0,25.0,150,15.0,19.0,15.0,13.0,0,Pathfinder #160: Assault on Hunting Lodge Seven,8
408,1.0,7.0,2.0,1.0,5.0,4.0,40.0,315,31.0,27.0,34.0,26.0,1,Pathfinder #160: Assault on Hunting Lodge Seven,17
424,5.0,1.0,3.0,2.0,3.0,6.0,38.0,340,32.0,28.0,26.0,28.0,0,Pathfinder #160: Assault on Hunting Lodge Seven,17
245,2.0,4.0,2.0,5.0,2.0,0.0,30.0,175,16.0,20.0,18.0,20.0,0,Pathfinder #160: Assault on Hunting Lodge Seven,10
365,4.0,5.0,1.0,3.0,3.0,0.0,31.0,195,22.0,18.0,24.0,18.0,0,Pathfinder #160: Assault on Hunting Lodge Seven,11
259,1.0,4.0,1.0,0.0,4.0,2.0,24.0,95,16.0,11.0,16.0,16.0,1,Pathfinder #160: Assault on Hunting Lodge Seven,6
317,1.0,3.0,4.0,5.0,4.0,0.0,32.0,285,25.0,25.0,22.0,23.0,2,Pathfinder #160: Assault on Hunting Lodge Seven,13
315,6.0,3.0,5.0,-5.0,2.0,-4.0,24.0,200,17.0,19.0,17.0,14.0,0,Pathfinder #160: Assault on Hunting Lodge Seven,8
376,3.0,4.0,2.0,0.0,5.0,2.0,33.0,215,25.0,22.0,23.0,25.0,1,Pathfinder #160: Assault on Hunting Lodge Seven,12
418,2.0,4.0,1.0,0.0,2.0,4.0,28.0,155,19.0,16.0,19.0,17.0,1,Pathfinder #160: Assault on Hunting Lodge Seven,9
403,1.0,6.0,2.0,4.0,2.0,3.0,27.0,135,16.0,11.0,19.0,16.0,1,Pathfinder #159: All or Nothing,8
419,4.0,3.0,4.0,0.0,2.0,0.0,25.0,125,17.0,17.0,16.0,13.0,0,Pathfinder #159: All or Nothing,7
275,4.0,2.0,5.0,0.0,2.0,1.0,27.0,150,20.0,19.0,13.0,13.0,0,Pathfinder #159: All or Nothing,8
385,1.0,4.0,0.0,5.0,4.0,2.0,31.0,210,23.0,16.0,22.0,24.0,1,Pathfinder #159: All or Nothing,12
380,8.0,4.0,5.0,-1.0,1.0,0.0,24.0,306,25.0,29.0,26.0,23.0,0,Pathfinder #159: All or Nothing,14
276,6.0,4.0,3.0,-5.0,0.0,-5.0,27.0,150,15.0,20.0,19.0,15.0,0,Pathfinder #159: All or Nothing,9
250,2.0,5.0,4.0,3.0,4.0,3.0,26.0,150,16.0,16.0,19.0,16.0,1,Pathfinder #159: All or Nothing,8
253,6.0,6.0,3.0,1.0,4.0,4.0,28.0,155,17.0,16.0,21.0,17.0,0,Pathfinder #159: All or Nothing,9
310,4.0,4.0,4.0,0.0,2.0,0.0,25.0,125,17.0,17.0,16.0,13.0,0,Pathfinder #159: All or Nothing,7
309,0.0,2.0,1.0,4.0,5.0,5.0,24.0,120,24.0,18.0,21.0,24.0,0,Pathfinder #159: All or Nothing,11
306,3.0,5.0,3.0,1.0,2.0,3.0,35.0,195,26.0,22.0,26.0,19.0,0,Pathfinder #159: All or Nothing,13
262,5.0,2.0,4.0,1.0,1.0,3.0,30.0,245,24.0,23.0,21.0,20.0,0,Pathfinder #159: All or Nothing,11
295,7.0,4.0,5.0,2.0,3.0,3.0,30.0,275,19.0,22.0,19.0,16.0,0,Pathfinder #159: All or Nothing,10
293,4.0,4.0,4.0,0.0,2.0,0.0,24.0,125,17.0,17.0,17.0,13.0,0,Pathfinder #159: All or Nothing,7
292,2.0,4.0,3.0,4.0,0.0,1.0,27.0,155,21.0,20.0,21.0,15.0,0,Pathfinder #159: All or Nothing,9
269,6.0,4.0,4.0,-4.0,3.0,-3.0,27.0,180,18.0,20.0,18.0,17.0,0,Pathfinder #159: All or Nothing,9
388,4.0,4.0,3.0,1.0,2.0,0.0,27.0,155,18.0,20.0,19.0,15.0,0,Pathfinder #159: All or Nothing,9
353,4.0,3.0,4.0,0.0,2.0,2.0,29.0,230,20.0,20.0,19.0,18.0,0,Pathfinder #159: All or Nothing,10
337,6.0,7.0,5.0,-5.0,4.0,3.0,31.0,210,18.0,18.0,24.0,17.0,0,Pathfinder #159: All or Nothing,11
390,4.0,3.0,2.0,0.0,3.0,1.0,26.0,100,18.0,13.0,18.0,16.0,0,Pathfinder #158: Sixty Feet Under,7
362,-1.0,4.0,2.0,-1.0,3.0,2.0,21.0,60,11.0,10.0,12.0,11.0,0,Pathfinder #158: Sixty Feet Under,4
345,0.0,3.0,1.0,1.0,0.0,4.0,18.0,30,8.0,5.0,11.0,8.0,0,Pathfinder #158: Sixty Feet Under,2
367,7.0,3.0,6.0,-5.0,0.0,2.0,22.0,190,15.0,18.0,11.0,13.0,0,Pathfinder #158: Sixty Feet Under,7
377,6.0,-1.0,6.0,-5.0,0.0,-5.0,26.0,100,13.0,17.0,10.0,9.0,0,Pathfinder #158: Sixty Feet Under,7
314,4.0,6.0,4.0,-5.0,2.0,-5.0,25.0,115,17.0,15.0,17.0,15.0,0,Pathfinder #158: Sixty Feet Under,7
393,2.0,5.0,4.0,0.0,1.0,0.0,22.0,120,17.0,14.0,17.0,9.0,0,Pathfinder #158: Sixty Feet Under,6
394,3.0,4.0,0.0,2.0,3.0,2.0,26.0,130,18.0,16.0,18.0,17.0,0,Pathfinder #158: Sixty Feet Under,8
395,6.0,3.0,5.0,-5.0,0.0,0.0,24.0,115,14.0,18.0,16.0,9.0,0,Pathfinder #158: Sixty Feet Under,6
308,6.0,3.0,3.0,3.0,4.0,6.0,30.0,125,18.0,14.0,16.0,19.0,0,Pathfinder #158: Sixty Feet Under,9
303,1.0,6.0,1.0,0.0,2.0,4.0,27.0,150,19.0,15.0,18.0,16.0,0,Pathfinder #158: Sixty Feet Under,8
294,4.0,6.0,3.0,4.0,3.0,6.0,27.0,160,13.0,13.0,19.0,16.0,1,Pathfinder #158: Sixty Feet Under,8
404,4.0,5.0,3.0,0.0,0.0,2.0,21.0,60,14.0,13.0,15.0,12.0,0,Pathfinder #158: Sixty Feet Under,4
405,7.0,1.0,5.0,-2.0,3.0,3.0,27.0,175,18.0,20.0,14.0,18.0,0,Pathfinder #158: Sixty Feet Under,9
357,3.0,5.0,2.0,2.0,2.0,0.0,28.0,150,18.0,14.0,21.0,16.0,0,Pathfinder #158: Sixty Feet Under,9
286,2.0,4.0,1.0,4.0,1.0,0.0,22.0,70,15.0,8.0,13.0,12.0,1,Pathfinder #158: Sixty Feet Under,5
274,5.0,-1.0,3.0,-5.0,0.0,-5.0,26.0,140,14.0,18.0,14.0,15.0,0,Pathfinder #158: Sixty Feet Under,8
287,2.0,4.0,2.0,0.0,2.0,1.0,21.0,60,13.0,12.0,14.0,10.0,0,Pathfinder #158: Sixty Feet Under,4
268,-4.0,5.0,4.0,-5.0,2.0,-5.0,24.0,120,17.0,14.0,17.0,12.0,0,Pathfinder #158: Sixty Feet Under,6
413,7.0,2.0,5.0,-3.0,3.0,4.0,27.0,320,16.0,21.0,14.0,19.0,0,Pathfinder #158: Sixty Feet Under,10
423,6.0,4.0,4.0,-2.0,1.0,2.0,30.0,180,22.0,22.0,20.0,17.0,0,Pathfinder #158: Sixty Feet Under,10
416,4.0,2.0,7.0,-5.0,0.0,-5.0,13.0,150,10.0,17.0,10.0,8.0,0,Pathfinder #158: Sixty Feet Under,6
4480,6.0,0.0,4.0,-5.0,3.0,-5.0,27.0,140,18.0,21.0,17.0,20.0,0,Pathfinder Adventure: The Slithering,9
4474,6.0,4.0,3.0,-5.0,0.0,-5.0,27.0,150,15.0,20.0,19.0,15.0,0,Pathfinder Adventure: The Slithering,9
4473,6.0,2.0,4.0,0.0,4.0,2.0,25.0,160,18.0,18.0,12.0,15.0,1,Pathfinder Adventure: The Slithering,7
4484,0.0,4.0,1.0,1.0,3.0,5.0,28.0,155,19.0,16.0,21.0,18.0,2,Pathfinder Adventure: The Slithering,9
4479,5.0,2.0,3.0,-1.0,2.0,2.0,21.0,85,13.0,14.0,9.0,13.0,0,Pathfinder Adventure: The Slithering,5
4483,2.0,1.0,1.0,1.0,4.0,3.0,23.0,90,16.0,13.0,11.0,16.0,2,Pathfinder Adventure: The Slithering,6
4475,4.0,1.0,1.0,0.0,3.0,2.0,21.0,60,11.0,13.0,9.0,11.0,1,Pathfinder Adventure: The Slithering,4
4477,4.0,1.0,3.0,0.0,3.0,1.0,22.0,80,14.0,14.0,10.0,12.0,0,Pathfinder Adventure: The Slithering,5
4478,1.0,4.0,2.0,4.0,2.0,0.0,25.0,115,15.0,13.0,17.0,15.0,0,Pathfinder Adventure: The Slithering,7
4482,6.0,-3.0,5.0,-5.0,0.0,-5.0,16.0,160,11.0,18.0,8.0,11.0,0,Pathfinder Adventure: The Slithering,7
343,0.0,4.0,-2.0,4.0,3.0,1.0,14.0,20,9.0,3.0,8.0,11.0,1,Pathfinder #157: Devil at the Dreaming Palace,2
370,0.0,3.0,1.0,0.0,-1.0,1.0,16.0,6,2.0,5.0,7.0,3.0,0,Pathfinder #157: Devil at the Dreaming Palace,-1
427,3.0,4.0,3.0,1.0,-1.0,-1.0,18.0,30,7.0,9.0,10.0,5.0,0,Pathfinder #157: Devil at the Dreaming Palace,2
342,2.0,4.0,2.0,-1.0,2.0,0.0,17.0,40,9.0,9.0,12.0,4.0,0,Pathfinder #157: Devil at the Dreaming Palace,2
372,2.0,4.0,3.0,-3.0,0.0,-3.0,16.0,20,8.0,8.0,9.0,3.0,0,Pathfinder #157: Devil at the Dreaming Palace,1
352,3.0,4.0,1.0,-1.0,3.0,0.0,14.0,30,11.0,7.0,10.0,9.0,0,Pathfinder #157: Devil at the Dreaming Palace,2
246,2.0,4.0,1.0,-3.0,2.0,3.0,16.0,20,8.0,6.0,11.0,5.0,0,Pathfinder #157: Devil at the Dreaming Palace,1
326,0.0,3.0,1.0,0.0,-1.0,1.0,16.0,6,2.0,5.0,7.0,3.0,0,Pathfinder #157: Devil at the Dreaming Palace,-1
379,3.0,4.0,2.0,-1.0,1.0,2.0,22.0,55,14.0,8.0,14.0,9.0,0,Pathfinder #157: Devil at the Dreaming Palace,4
329,3.0,4.0,0.0,2.0,1.0,5.0,24.0,100,17.0,12.0,16.0,15.0,1,Pathfinder #157: Devil at the Dreaming Palace,6
325,4.0,1.0,5.0,2.0,1.0,3.0,24.0,140,17.0,18.0,12.0,16.0,0,Pathfinder #157: Devil at the Dreaming Palace,7
321,2.0,4.0,2.0,-1.0,2.0,0.0,17.0,40,9.0,9.0,12.0,4.0,0,Pathfinder #157: Devil at the Dreaming Palace,2
255,3.0,2.0,4.0,-1.0,1.0,1.0,17.0,40,10.0,12.0,8.0,5.0,0,Pathfinder #157: Devil at the Dreaming Palace,2
356,0.0,3.0,-1.0,3.0,0.0,2.0,13.0,5,2.0,1.0,7.0,4.0,1,Pathfinder #157: Devil at the Dreaming Palace,-1
391,2.0,3.0,2.0,-4.0,2.0,-4.0,19.0,37,9.0,12.0,6.0,9.0,1,Pathfinder #157: Devil at the Dreaming Palace,3
392,0.0,3.0,1.0,1.0,2.0,0.0,15.0,7,4.0,3.0,7.0,4.0,0,Pathfinder #157: Devil at the Dreaming Palace,-1
256,-4.0,4.0,3.0,0.0,1.0,0.0,19.0,25,10.0,9.0,12.0,8.0,0,Pathfinder #157: Devil at the Dreaming Palace,3
267,4.0,2.0,3.0,-1.0,1.0,-2.0,14.0,13,3.0,7.0,6.0,3.0,0,Pathfinder #157: Devil at the Dreaming Palace,-1
296,0.0,4.0,0.0,4.0,-1.0,-1.0,15.0,20,7.0,4.0,8.0,10.0,1,Pathfinder #157: Devil at the Dreaming Palace,0
285,1.0,4.0,2.0,-3.0,3.0,0.0,17.0,20,9.0,10.0,12.0,7.0,0,Pathfinder #157: Devil at the Dreaming Palace,2
248,2.0,0.0,1.0,0.0,2.0,2.0,15.0,9,4.0,5.0,2.0,8.0,1,Pathfinder #157: Devil at the Dreaming Palace,-1
1777,2.0,2.0,2.0,-5.0,2.0,-1.0,16.0,17,7.0,7.0,5.0,3.0,0,Pathfinder Adventure: Little Trouble in Big Absalom,1
1774,3.0,0.0,4.0,-5.0,0.0,-5.0,17.0,20,6.0,9.0,5.0,3.0,0,Pathfinder Adventure: Little Trouble in Big Absalom,2
1765,1.0,4.0,2.0,-3.0,1.0,1.0,20.0,17,8.0,7.0,9.0,4.0,0,Pathfinder Adventure: Little Trouble in Big Absalom,1
972,4.0,6.0,4.0,8.0,5.0,6.0,36.0,280,30.0,23.0,26.0,30.0,0,Pathfinder #156: The Apocalypse Prophet,15
819,8.0,5.0,4.0,-4.0,5.0,1.0,34.0,245,28.0,21.0,26.0,23.0,0,Pathfinder #156: The Apocalypse Prophet,13
920,9.0,2.0,6.0,2.0,6.0,4.0,48.0,430,39.0,37.0,34.0,36.0,0,Pathfinder #156: The Apocalypse Prophet,21
921,8.0,5.0,6.0,4.0,6.0,4.0,39.0,340,31.0,26.0,25.0,28.0,0,Pathfinder #156: The Apocalypse Prophet,16
890,3.0,3.0,1.0,4.0,4.0,7.0,45.0,375,36.0,31.0,33.0,36.0,0,Pathfinder #156: The Apocalypse Prophet,20
889,8.0,2.0,9.0,4.0,3.0,8.0,40.0,380,30.0,32.0,25.0,30.0,0,Pathfinder #156: The Apocalypse Prophet,17
922,7.0,9.0,6.0,5.0,8.0,6.0,43.0,330,34.0,30.0,33.0,32.0,0,Pathfinder #156: The Apocalypse Prophet,18
923,4.0,6.0,4.0,8.0,5.0,6.0,36.0,280,30.0,23.0,26.0,30.0,0,Pathfinder #156: The Apocalypse Prophet,15
838,5.0,0.0,4.0,3.0,3.0,6.0,41.0,440,35.0,33.0,29.0,32.0,0,Pathfinder #156: The Apocalypse Prophet,19
839,6.0,5.0,9.0,2.0,4.0,2.0,39.0,315,28.0,30.0,28.0,25.0,0,Pathfinder #156: The Apocalypse Prophet,16
954,8.0,6.0,4.0,-3.0,4.0,-1.0,37.0,275,27.0,25.0,27.0,23.0,0,Pathfinder #156: The Apocalypse Prophet,15
837,6.0,8.0,3.0,2.0,4.0,2.0,37.0,290,29.0,25.0,27.0,21.0,0,Pathfinder #156: The Apocalypse Prophet,15
850,9.0,6.0,8.0,-1.0,0.0,4.0,42.0,420,30.0,34.0,30.0,26.0,0,Pathfinder #156: The Apocalypse Prophet,18
949,8.0,6.0,6.0,4.0,4.0,7.0,45.0,410,32.0,34.0,32.0,30.0,1,Pathfinder #156: The Apocalypse Prophet,18
859,2.0,6.0,4.0,-4.0,3.0,-1.0,25.0,140,18.0,15.0,18.0,12.0,0,Pathfinder #156: The Apocalypse Prophet,7
950,9.0,4.0,6.0,4.0,6.0,6.0,42.0,350,32.0,32.0,28.0,30.0,0,Pathfinder #156: The Apocalypse Prophet,18
947,5.0,2.0,3.0,1.0,6.0,3.0,30.0,195,22.0,19.0,16.0,22.0,1,Pathfinder #155: Lord of the Black Sands,10
888,6.0,6.0,4.0,1.0,3.0,4.0,38.0,280,29.0,28.0,30.0,25.0,1,Pathfinder #155: Lord of the Black Sands,16
849,6.0,8.0,4.0,-1.0,5.0,4.0,34.0,235,24.0,24.0,26.0,23.0,0,Pathfinder #155: Lord of the Black Sands,13
946,4.0,5.0,3.0,4.0,7.0,6.0,35.0,250,26.0,25.0,25.0,29.0,1,Pathfinder #155: Lord of the Black Sands,14
975,5.0,7.0,4.0,2.0,7.0,6.0,39.0,240,28.0,26.0,27.0,30.0,1,Pathfinder #155: Lord of the Black Sands,16
955,7.0,5.0,9.0,-5.0,0.0,0.0,39.0,425,30.0,35.0,25.0,24.0,1,Pathfinder #155: Lord of the Black Sands,18
857,9.0,-1.0,9.0,-5.0,0.0,-5.0,42.0,255,26.0,33.0,27.0,29.0,0,Pathfinder #155: Lord of the Black Sands,18
856,2.0,6.0,4.0,6.0,3.0,9.0,42.0,380,32.0,30.0,32.0,33.0,1,Pathfinder #155: Lord of the Black Sands,19
913,2.0,5.0,3.0,6.0,3.0,1.0,39.0,295,29.0,28.0,30.0,26.0,1,Pathfinder #155: Lord of the Black Sands,16
908,9.0,6.0,5.0,-5.0,0.0,-5.0,40.0,230,28.0,29.0,24.0,26.0,0,Pathfinder #155: Lord of the Black Sands,16
907,-5.0,6.0,2.0,0.0,7.0,7.0,39.0,250,32.0,25.0,29.0,32.0,0,Pathfinder #155: Lord of the Black Sands,17
854,8.0,-1.0,4.0,-5.0,0.0,-5.0,36.0,210,23.0,28.0,23.0,24.0,0,Pathfinder #155: Lord of the Black Sands,14
915,8.0,5.0,3.0,0.0,3.0,4.0,34.0,240,22.0,26.0,23.0,21.0,0,Pathfinder #155: Lord of the Black Sands,13
927,4.0,8.0,4.0,2.0,3.0,6.0,37.0,295,26.0,25.0,27.0,26.0,1,Pathfinder #155: Lord of the Black Sands,15
815,9.0,6.0,7.0,3.0,7.0,6.0,43.0,280,31.0,33.0,30.0,31.0,1,Pathfinder #155: Lord of the Black Sands,18
812,8.0,7.0,9.0,3.0,6.0,7.0,41.0,350,33.0,35.0,27.0,28.0,1,Pathfinder #155: Lord of the Black Sands,18
882,11.0,9.0,10.0,0.0,8.0,7.0,43.0,380,38.0,39.0,36.0,35.0,1,Pathfinder #155: Lord of the Black Sands,21
835,-5.0,6.0,2.0,0.0,7.0,7.0,39.0,250,32.0,25.0,29.0,32.0,0,Pathfinder #155: Lord of the Black Sands,17
905,7.0,9.0,5.0,5.0,3.0,6.0,39.0,300,30.0,25.0,31.0,27.0,1,Pathfinder #155: Lord of the Black Sands,16
948,4.0,6.0,4.0,2.0,5.0,1.0,34.0,190,26.0,20.0,26.0,23.0,1,Pathfinder #155: Lord of the Black Sands,12
878,6.0,5.0,4.0,5.0,7.0,9.0,41.0,355,33.0,31.0,30.0,35.0,1,Pathfinder #155: Lord of the Black Sands,18
962,2.0,4.0,2.0,4.0,7.0,5.0,33.0,215,26.0,18.0,22.0,25.0,3,Pathfinder #155: Lord of the Black Sands,12
956,7.0,2.0,7.0,-4.0,4.0,0.0,34.0,220,23.0,25.0,20.0,22.0,0,Pathfinder #154: Siege of the Dinosaurs,12
940,3.0,5.0,0.0,2.0,2.0,3.0,33.0,215,20.0,19.0,24.0,19.0,0,Pathfinder #154: Siege of the Dinosaurs,12
957,7.0,4.0,6.0,-1.0,6.0,4.0,32.0,235,22.0,24.0,20.0,22.0,1,Pathfinder #154: Siege of the Dinosaurs,12
959,7.0,5.0,6.0,0.0,5.0,4.0,34.0,215,23.0,26.0,21.0,19.0,1,Pathfinder #154: Siege of the Dinosaurs,12
964,4.0,6.0,7.0,-2.0,1.0,-1.0,28.0,190,19.0,23.0,22.0,17.0,0,Pathfinder #154: Siege of the Dinosaurs,10
965,5.0,3.0,4.0,0.0,3.0,1.0,32.0,215,21.0,25.0,22.0,19.0,0,Pathfinder #154: Siege of the Dinosaurs,12
817,4.0,6.0,5.0,-4.0,1.0,-2.0,28.0,210,18.0,17.0,24.0,13.0,0,Pathfinder #154: Siege of the Dinosaurs,10
966,4.0,4.0,2.0,-1.0,3.0,2.0,27.0,135,17.0,18.0,16.0,14.0,0,Pathfinder #154: Siege of the Dinosaurs,8
968,5.0,4.0,3.0,-1.0,4.0,1.0,31.0,195,21.0,22.0,23.0,19.0,0,Pathfinder #154: Siege of the Dinosaurs,11
816,7.0,0.0,5.0,-2.0,4.0,2.0,31.0,270,22.0,25.0,18.0,22.0,0,Pathfinder #154: Siege of the Dinosaurs,12
935,0.0,4.0,3.0,2.0,3.0,5.0,31.0,230,21.0,21.0,22.0,21.0,3,Pathfinder #154: Siege of the Dinosaurs,12
934,8.0,4.0,5.0,-3.0,3.0,3.0,32.0,250,26.0,24.0,16.0,21.0,0,Pathfinder #154: Siege of the Dinosaurs,14
941,9.0,5.0,6.0,1.0,4.0,7.0,39.0,265,28.0,29.0,28.0,27.0,1,Pathfinder #154: Siege of the Dinosaurs,16
931,8.0,-1.0,7.0,-5.0,0.0,-2.0,28.0,320,15.0,24.0,14.0,19.0,0,Pathfinder #154: Siege of the Dinosaurs,11
914,9.0,7.0,6.0,-1.0,5.0,6.0,40.0,340,33.0,29.0,30.0,28.0,1,Pathfinder #154: Siege of the Dinosaurs,17
852,8.0,3.0,6.0,2.0,5.0,7.0,35.0,250,26.0,23.0,18.0,26.0,1,Pathfinder #154: Siege of the Dinosaurs,13
938,6.0,-5.0,5.0,-5.0,0.0,-5.0,19.0,270,14.0,22.0,10.0,13.0,0,Pathfinder #154: Siege of the Dinosaurs,11
863,7.0,5.0,6.0,1.0,3.0,5.0,31.0,175,21.0,23.0,22.0,20.0,0,Pathfinder #154: Siege of the Dinosaurs,11
898,-5.0,7.0,0.0,1.0,6.0,8.0,35.0,280,27.0,19.0,28.0,29.0,1,Pathfinder #154: Siege of the Dinosaurs,15
865,4.0,6.0,4.0,-4.0,1.0,0.0,24.0,140,13.0,17.0,19.0,14.0,0,Pathfinder #154: Siege of the Dinosaurs,7
867,7.0,7.0,6.0,-4.0,3.0,-2.0,36.0,300,24.0,28.0,25.0,21.0,0,Pathfinder #154: Siege of the Dinosaurs,14
895,5.0,4.0,2.0,0.0,2.0,5.0,36.0,260,24.0,28.0,26.0,22.0,0,Pathfinder #154: Siege of the Dinosaurs,14
825,5.0,3.0,4.0,0.0,4.0,6.0,30.0,210,19.0,22.0,16.0,20.0,1,Pathfinder #154: Siege of the Dinosaurs,10
974,6.0,1.0,5.0,0.0,4.0,2.0,36.0,250,27.0,29.0,23.0,26.0,0,Pathfinder #154: Siege of the Dinosaurs,15
876,7.0,3.0,4.0,6.0,3.0,0.0,37.0,275,26.0,29.0,23.0,26.0,1,Pathfinder #154: Siege of the Dinosaurs,15
894,5.0,4.0,2.0,0.0,2.0,5.0,36.0,260,24.0,28.0,26.0,22.0,0,Pathfinder #154: Siege of the Dinosaurs,14
874,3.0,4.0,2.0,0.0,5.0,5.0,26.0,120,14.0,16.0,16.0,17.0,1,Pathfinder #154: Siege of the Dinosaurs,8
3657,4.0,1.0,3.0,-3.0,2.0,0.0,18.0,30,8.0,11.0,5.0,8.0,0,Pathfinder Bounty #1: The Whitefang Wyrm,2
820,4.0,4.0,3.0,0.0,0.0,2.0,22.0,95,12.0,15.0,16.0,10.0,0,Pathfinder #153: Life's Long Shadows,6
939,4.0,4.0,1.0,0.0,4.0,1.0,22.0,155,19.0,15.0,16.0,10.0,0,Pathfinder #153: Life's Long Shadows,9
879,7.0,5.0,3.0,0.0,2.0,0.0,29.0,190,18.0,21.0,21.0,16.0,0,Pathfinder #153: Life's Long Shadows,10
877,6.0,4.0,5.0,1.0,4.0,7.0,30.0,200,20.0,19.0,20.0,22.0,2,Pathfinder #153: Life's Long Shadows,10
937,3.0,4.0,1.0,1.0,0.0,2.0,21.0,65,8.0,9.0,14.0,8.0,0,Pathfinder #153: Life's Long Shadows,4
869,3.0,7.0,3.0,5.0,3.0,2.0,31.0,195,22.0,14.0,18.0,12.0,1,Pathfinder #153: Life's Long Shadows,11
961,3.0,4.0,1.0,4.0,2.0,0.0,25.0,115,15.0,12.0,17.0,15.0,0,Pathfinder #153: Life's Long Shadows,7
928,7.0,5.0,6.0,4.0,6.0,5.0,34.0,260,25.0,23.0,22.0,23.0,1,Pathfinder #153: Life's Long Shadows,13
843,5.0,6.0,6.0,-4.0,2.0,0.0,29.0,220,18.0,22.0,20.0,14.0,0,Pathfinder #153: Life's Long Shadows,10
845,6.0,4.0,4.0,-3.0,3.0,5.0,24.0,140,16.0,15.0,17.0,16.0,0,Pathfinder #153: Life's Long Shadows,7
847,6.0,4.0,3.0,-5.0,0.0,-5.0,29.0,170,17.0,22.0,21.0,17.0,0,Pathfinder #153: Life's Long Shadows,10
