,str,dex,con,int,wis,cha,ac,hp,fortitude,reflex,will,num_immunities,land_speed,fly,spells_nr_lvl_1,spells_nr_lvl_2,spells_nr_lvl_3,spells_nr_lvl_4,spells_nr_lvl_5,spells_nr_lvl_6,spells_nr_lvl_7,spells_nr_lvl_8,spells_nr_lvl_9,melee_max_bonus,avg_melee_dmg,ranged_max_bonus,avg_ranged_dmg,max_spell_lvl,spell_dc,spell_attack,book,level
895,3.0,2.0,3.0,-4.0,2.0,1.0,18.0,30,8.0,8.0,5.0,0,35.0,0,0,0,0,0,0,0,0,0,0,9,7.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,2
912,5.0,0.0,4.0,-4.0,2.0,-1.0,21.0,70,12.0,8.0,8.0,0,25.0,0,0,0,0,0,0,0,0,0,0,13,9.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,4
894,4.0,1.0,2.0,-1.0,2.0,1.0,20.0,44,9.0,6.0,9.0,0,25.0,0,0,0,0,0,0,0,0,0,0,11,8.5,8,7.5,0,0,0,Pathfinder #151: The Show Must Go On,3
888,3.0,1.0,2.0,-4.0,1.0,-2.0,15.0,16,9.0,3.0,5.0,0,30.0,0,0,0,0,0,0,0,0,0,0,8,6.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,0
931,3.0,4.0,2.0,1.0,2.0,4.0,19.0,45,9.0,12.0,8.0,5,30.0,0,0,0,0,0,0,0,0,0,0,12,9.0,12,7.5,0,0,0,Pathfinder #151: The Show Must Go On,2
887,2.0,3.0,1.0,2.0,0.0,1.0,17.0,32,7.0,9.0,6.0,0,30.0,0,0,0,0,0,0,0,0,0,0,10,4.5,10,4.5,0,0,0,Pathfinder #151: The Show Must Go On,2
882,2.0,2.0,3.0,0.0,2.0,0.0,19.0,30,9.0,6.0,7.0,0,25.0,0,0,0,0,0,0,0,0,0,0,11,6.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,2
870,2.0,3.0,3.0,-5.0,1.0,-4.0,19.0,50,12.0,12.0,4.0,1,30.0,0,0,0,0,0,0,0,0,0,0,10,8.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,3
903,3.0,1.0,0.0,-5.0,0.0,2.0,17.0,33,8.0,11.0,4.0,0,25.0,0,0,0,0,0,0,0,0,0,0,11,9.0,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,2
866,-2.0,5.0,4.0,-5.0,1.0,-4.0,18.0,55,15.0,16.0,6.0,3,30.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,5
848,0.0,3.0,1.0,1.0,1.0,3.0,17.0,30,7.0,9.0,7.0,0,25.0,0,0,0,0,0,0,0,0,0,0,10,7.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,2
932,3.0,4.0,2.0,-4.0,1.0,-2.0,19.0,45,9.0,11.0,6.0,0,30.0,0,0,0,0,0,0,0,0,0,0,12,9.0,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,3
844,2.0,2.0,3.0,0.0,2.0,0.0,19.0,30,9.0,6.0,7.0,0,25.0,0,0,0,0,0,0,0,0,0,0,11,6.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,2
843,1.0,0.0,1.0,1.0,4.0,2.0,17.0,45,8.0,5.0,11.0,0,25.0,0,4,3,0,0,0,0,0,0,0,10,5.5,0,0.0,2,20,12,Pathfinder #151: The Show Must Go On,3
842,2.0,2.0,4.0,-4.0,1.0,-2.0,18.0,30,10.0,8.0,5.0,1,30.0,0,0,0,0,0,0,0,0,0,0,11,11.0,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,2
834,3.0,0.0,2.0,1.0,5.0,2.0,22.0,83,13.0,10.0,15.0,0,20.0,0,4,2,2,0,0,0,0,0,0,17,16.0,0,0.0,3,22,14,Pathfinder #151: The Show Must Go On,5
823,5.0,3.0,2.0,-4.0,2.0,-1.0,18.0,50,11.0,9.0,7.0,0,30.0,0,0,0,0,0,0,0,0,0,0,12,9.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,3
857,3.0,1.0,3.0,-1.0,2.0,-1.0,14.0,27,9.0,4.0,7.0,0,25.0,0,0,0,0,0,0,0,0,0,0,8,5.5,0,0.0,0,0,0,Pathfinder #151: The Show Must Go On,1
908,-1.0,3.0,1.0,1.0,4.0,1.0,19.0,45,8.0,8.0,11.0,0,20.0,0,4,4,1,0,0,0,0,0,0,12,2.5,0,0.0,3,19,9,Pathfinder #151: The Show Must Go On,3
163,10.0,0.0,9.0,-3.0,3.0,-4.0,43.0,380,36.0,28.0,27.0,0,30.0,0,0,0,0,0,0,0,0,0,0,36,37.0,0,0.0,0,0,0,Pathfinder #150: Broken Promises,19
229,6.0,7.0,6.0,7.0,8.0,5.0,45.0,380,30.0,33.0,36.0,3,30.0,0,0,0,0,2,0,1,1,0,0,38,46.5,38,29.0,7,35,27,Pathfinder #150: Broken Promises,20
117,9.0,7.0,9.0,-5.0,5.0,-5.0,42.0,255,33.0,30.0,27.0,0,30.0,0,0,0,0,0,0,0,0,0,0,35,39.5,0,0.0,0,0,0,Pathfinder #150: Broken Promises,18
114,-5.0,9.0,5.0,0.0,7.0,8.0,45.0,300,33.0,37.0,33.0,6,0.0,60,0,0,0,0,0,0,0,0,0,35,38.0,0,0.0,0,0,0,Pathfinder #150: Broken Promises,18
166,3.0,5.0,5.0,10.0,5.0,6.0,28.0,350,17.0,19.0,19.0,1,25.0,0,5,6,2,5,1,3,3,4,1,35,24.0,0,0.0,10,44,36,Pathfinder #150: Broken Promises,20
128,-5.0,10.0,0.0,10.0,7.0,8.0,46.0,315,30.0,33.0,36.0,6,0.0,25,2,3,2,2,3,2,3,2,2,39,44.0,0,0.0,10,44,39,Pathfinder #150: Broken Promises,21
150,2.0,8.0,5.0,10.0,5.0,6.0,45.0,375,30.0,33.0,36.0,0,25.0,30,6,4,4,5,2,5,6,3,4,31,28.0,0,0.0,10,45,36,Pathfinder #150: Broken Promises,20
221,12.0,9.0,12.0,-3.0,9.0,7.0,54.0,540,47.0,37.0,39.0,11,50.0,0,0,0,0,0,0,0,0,0,0,45,42.0,45,36.5,0,0,0,Pathfinder #150: Broken Promises,21
238,10.0,8.0,9.0,-4.0,7.0,6.0,48.0,385,36.0,33.0,30.0,11,60.0,0,0,0,0,0,0,0,0,0,0,38,39.5,38,30.0,0,0,0,Pathfinder #150: Broken Promises,20
145,9.0,6.0,7.0,3.0,5.0,2.0,42.0,400,33.0,27.0,30.0,1,35.0,0,0,0,1,1,0,0,0,0,0,35,43.0,35,32.0,4,40,32,Pathfinder #150: Broken Promises,18
170,8.0,2.0,9.0,-4.0,3.0,-4.0,43.0,330,32.0,26.0,29.0,1,30.0,0,0,0,0,0,0,0,0,0,0,33,39.5,0,0.0,0,0,0,Pathfinder #150: Broken Promises,17
171,7.0,1.0,5.0,3.0,2.0,4.0,46.0,375,36.0,33.0,31.0,0,30.0,0,0,0,0,0,0,0,0,0,0,38,41.0,38,29.0,0,0,0,Pathfinder #150: Broken Promises,20
202,8.0,7.0,8.0,3.0,4.0,10.0,45.0,400,36.0,33.0,30.0,0,30.0,0,11,12,10,8,5,7,5,4,4,38,42.0,0,0.0,10,42,38,Pathfinder #150: Broken Promises,20
144,10.0,8.0,9.0,-5.0,7.0,-5.0,48.0,430,39.0,36.0,33.0,1,30.0,0,0,0,0,0,0,1,0,0,0,41,39.5,0,0.0,6,44,36,Pathfinder #150: Broken Promises,21
197,8.0,2.0,9.0,2.0,3.0,2.0,43.0,330,32.0,26.0,29.0,0,30.0,0,0,0,0,0,0,0,0,0,0,38,39.5,36,26.0,0,0,0,Pathfinder #150: Broken Promises,17
182,10.0,5.0,9.0,5.0,6.0,7.0,50.0,500,36.0,33.0,39.0,3,60.0,240,0,0,0,2,0,0,0,0,0,42,40.0,0,0.0,4,46,38,Pathfinder #150: Broken Promises,21
169,8.0,6.0,9.0,10.0,5.0,2.0,43.0,350,35.0,29.0,32.0,1,25.0,0,0,0,0,0,0,0,0,0,0,34,19.0,36,18.0,0,0,0,Pathfinder #150: Broken Promises,19
188,11.0,5.0,9.0,8.0,7.0,7.0,50.0,575,37.0,34.0,42.0,3,60.0,200,3,3,3,3,3,3,2,3,3,42,44.0,0,0.0,10,45,42,Pathfinder #150: Broken Promises,21
187,12.0,8.0,10.0,8.0,8.0,9.0,52.0,600,42.0,36.0,38.0,3,60.0,200,4,2,3,1,2,2,2,0,2,44,44.0,0,0.0,10,48,44,Pathfinder #150: Broken Promises,21
239,9.0,6.0,8.0,-5.0,4.0,5.0,40.0,340,31.0,29.0,23.0,1,40.0,0,0,0,0,0,0,0,0,0,0,30,32.0,0,0.0,0,0,0,Pathfinder #149: Against the Scarlet Triad,17
134,4.0,7.0,7.0,3.0,7.0,5.0,38.0,225,26.0,30.0,26.0,1,50.0,0,3,2,2,1,0,0,0,0,0,30,31.0,0,0.0,4,32,28,Pathfinder #149: Against the Scarlet Triad,15
126,6.0,8.0,5.0,3.0,3.0,5.0,40.0,330,29.0,32.0,27.0,0,30.0,0,0,0,0,0,0,0,0,0,0,35,28.0,35,24.5,0,0,0,Pathfinder #149: Against the Scarlet Triad,17
209,3.0,6.0,4.0,5.0,4.0,7.0,37.0,270,23.0,26.0,29.0,0,25.0,0,1,1,2,1,0,3,2,2,0,30,14.0,0,0.0,8,36,30,Pathfinder #149: Against the Scarlet Triad,15
208,8.0,6.0,6.0,3.0,4.0,5.0,36.0,275,30.0,26.0,24.0,0,25.0,0,0,0,0,0,0,0,0,0,0,32,22.0,31,19.0,0,0,0,Pathfinder #149: Against the Scarlet Triad,15
222,-3.0,6.0,0.0,8.0,-2.0,6.0,44.0,300,29.0,32.0,35.0,5,0.0,30,0,1,0,2,0,1,1,0,1,36,33.5,0,0.0,9,43,37,Pathfinder #149: Against the Scarlet Triad,19
227,9.0,7.0,5.0,7.0,8.0,9.0,43.0,350,32.0,29.0,35.0,0,30.0,0,0,0,0,0,0,0,0,0,0,37,31.0,34,22.0,0,0,0,Pathfinder #149: Against the Scarlet Triad,19
240,8.0,5.0,5.0,2.0,4.0,4.0,36.0,255,26.0,26.0,29.0,0,25.0,0,0,0,0,0,0,0,0,0,0,30,21.0,30,17.0,0,0,0,Pathfinder #149: Against the Scarlet Triad,14
235,8.0,7.0,9.0,6.0,5.0,6.0,40.0,315,32.0,30.0,26.0,2,0.0,100,0,0,0,1,0,0,0,2,0,33,32.5,0,0.0,8,38,28,Pathfinder #149: Against the Scarlet Triad,17
116,7.0,2.0,5.0,-5.0,1.0,-5.0,30.0,145,21.0,18.0,15.0,1,25.0,0,0,0,0,0,0,0,0,0,0,23,24.0,0,0.0,0,0,0,Pathfinder #149: Against the Scarlet Triad,10
206,6.0,9.0,5.0,7.0,5.0,4.0,39.0,315,27.0,33.0,29.0,0,30.0,0,0,0,0,0,0,0,0,0,0,34,19.0,34,19.5,0,0,0,Pathfinder #149: Against the Scarlet Triad,17
219,9.0,3.0,6.0,-5.0,4.0,-2.0,39.0,255,30.0,25.0,28.0,1,25.0,25,0,0,1,0,0,0,0,0,1,33,33.5,0,0.0,9,38,28,Pathfinder #149: Against the Scarlet Triad,16
168,6.0,3.0,9.0,7.0,6.0,6.0,26.0,350,30.0,20.0,29.0,6,20.0,20,4,1,2,2,1,1,1,0,0,27,25.5,0,0.0,7,37,31,Pathfinder #149: Against the Scarlet Triad,15
172,9.0,7.0,3.0,3.0,3.0,6.0,41.0,340,27.0,33.0,29.0,2,40.0,40,5,1,1,2,0,0,0,0,0,37,28.0,0,0.0,4,40,32,Pathfinder #149: Against the Scarlet Triad,18
1673,4.0,0.0,0.0,0.0,4.0,4.0,22.0,45,9.0,10.0,13.0,0,20.0,0,4,2,0,0,0,0,0,0,0,12,11.5,0,0.0,2,22,12,Pathfinder Lost Omens: Character Guide,4
1675,1.0,4.0,2.0,1.0,0.0,3.0,21.0,54,9.0,13.0,9.0,0,25.0,0,0,0,0,0,0,0,0,0,0,12,9.5,12,5.5,0,0,0,Pathfinder Lost Omens: Character Guide,4
1698,4.0,1.0,3.0,0.0,3.0,0.0,22.0,75,12.0,10.0,10.0,0,20.0,0,0,0,0,0,0,0,0,0,0,13,11.5,10,8.5,0,0,0,Pathfinder Lost Omens: Character Guide,4
1699,4.0,2.0,2.0,0.0,3.0,5.0,30.0,145,19.0,19.0,24.0,0,25.0,0,9,3,5,4,5,3,0,0,0,21,15.0,19,13.0,6,30,20,Pathfinder Lost Omens: Character Guide,11
1715,0.0,4.0,3.0,2.0,2.0,0.0,21.0,60,10.0,13.0,11.0,0,25.0,0,0,0,0,0,0,0,0,0,0,12,9.5,12,5.5,0,0,0,Pathfinder Lost Omens: Character Guide,4
1716,5.0,1.0,3.0,1.0,2.0,4.0,32.0,195,22.0,18.0,19.0,0,20.0,0,0,0,0,0,0,0,0,0,0,24,20.0,20,17.0,0,27,19,Pathfinder Lost Omens: Character Guide,11
1725,2.0,3.0,1.0,1.0,4.0,0.0,21.0,54,9.0,9.0,12.0,0,40.0,0,3,3,0,0,0,0,0,0,0,9,5.5,10,5.5,2,21,11,Pathfinder Lost Omens: Character Guide,4
1735,6.0,2.0,4.0,0.0,1.0,0.0,28.0,170,20.0,16.0,16.0,0,40.0,0,1,1,0,0,0,0,0,0,0,22,25.0,20,21.0,2,24,16,Pathfinder Lost Omens: Character Guide,9
1739,0.0,4.0,3.0,5.0,3.0,1.0,28.0,145,19.0,20.0,21.0,0,30.0,0,5,4,5,5,4,2,0,0,0,16,4.5,20,6.5,6,30,20,Pathfinder Lost Omens: Character Guide,11
1745,4.0,5.0,4.0,0.0,3.0,0.0,29.0,195,20.0,23.0,19.0,0,25.0,0,0,0,0,0,0,0,0,0,0,21,10.5,22,15.0,0,0,0,Pathfinder Lost Omens: Character Guide,11
1746,4.0,0.0,3.0,0.0,1.0,3.0,22.0,70,12.0,6.0,12.0,0,20.0,0,2,0,0,0,0,0,0,0,0,12,10.5,8,8.5,1,19,11,Pathfinder Lost Omens: Character Guide,4
1723,1.0,4.0,3.0,0.0,5.0,3.0,30.0,175,19.0,20.0,23.0,0,25.0,0,5,7,1,2,2,2,0,0,0,21,12.0,21,9.5,6,30,22,Pathfinder Lost Omens: Character Guide,11
237,8.0,4.0,5.0,2.0,7.0,4.0,34.0,235,26.0,20.0,23.0,0,40.0,0,0,2,2,3,2,1,0,0,0,27,27.5,0,0.0,6,33,27,Pathfinder #148: Fires of the Haunted City,13
167,6.0,4.0,5.0,4.0,8.0,5.0,40.0,270,27.0,24.0,30.0,0,25.0,0,6,3,3,4,2,2,2,2,0,31,26.5,30,21.0,8,36,32,Pathfinder #148: Fires of the Haunted City,15
230,7.0,4.0,5.0,4.0,4.0,6.0,39.0,300,29.0,28.0,26.0,3,50.0,160,1,0,1,2,0,0,0,0,0,33,31.5,0,0.0,4,40,32,Pathfinder #148: Fires of the Haunted City,16
241,2.0,7.0,4.0,8.0,7.0,0.0,36.0,265,24.0,29.0,27.0,0,25.0,0,0,0,0,0,0,0,0,0,0,30,13.0,30,10.5,0,0,0,Pathfinder #148: Fires of the Haunted City,15
143,6.0,5.0,4.0,1.0,1.0,2.0,33.0,210,25.0,20.0,22.0,6,25.0,0,0,0,0,0,0,0,0,0,0,27,33.0,0,0.0,0,0,0,Pathfinder #148: Fires of the Haunted City,13
147,4.0,8.0,3.0,2.0,5.0,3.0,35.0,240,21.0,28.0,23.0,0,25.0,0,0,2,0,0,0,0,0,0,0,28,17.0,29,17.0,2,33,25,Pathfinder #148: Fires of the Haunted City,13
178,8.0,4.0,4.0,0.0,4.0,3.0,36.0,255,28.0,22.0,25.0,0,25.0,0,0,2,0,0,0,0,0,0,0,31,24.5,27,21.0,2,34,26,Pathfinder #148: Fires of the Haunted City,14
180,8.0,-1.0,5.0,-5.0,0.0,-5.0,33.0,195,25.0,19.0,20.0,2,20.0,0,0,0,0,0,0,0,0,0,0,26,29.0,0,0.0,0,0,0,Pathfinder #148: Fires of the Haunted City,12
204,-5.0,7.0,2.0,-1.0,4.0,5.0,33.0,180,18.0,25.0,22.0,6,0.0,30,0,1,0,0,1,0,0,0,0,0,0.0,27,26.0,5,33,27,Pathfinder #148: Fires of the Haunted City,12
220,-5.0,4.0,0.0,6.0,5.0,4.0,34.0,185,20.0,23.0,26.0,6,0.0,30,4,3,5,3,1,2,2,0,0,27,28.5,0,0.0,7,33,27,Pathfinder #148: Fires of the Haunted City,13
205,2.0,7.0,3.0,0.0,4.0,6.0,32.0,195,18.0,24.0,21.0,0,25.0,0,2,1,0,0,0,0,0,0,0,24,15.0,24,7.0,2,33,25,Pathfinder #148: Fires of the Haunted City,11
176,4.0,2.0,3.0,5.0,4.0,3.0,24.0,135,19.0,13.0,16.0,0,20.0,0,0,0,0,0,0,0,0,0,0,20,22.0,20,15.0,0,0,0,Pathfinder #148: Fires of the Haunted City,8
216,10.0,0.0,6.0,4.0,4.0,3.0,37.0,310,29.0,21.0,27.0,0,0.0,0,0,0,0,0,0,0,0,0,0,30,31.0,0,0.0,0,0,0,Pathfinder #148: Fires of the Haunted City,15
177,6.0,5.0,0.0,7.0,5.0,7.0,35.0,195,22.0,24.0,28.0,5,25.0,0,4,5,2,4,2,3,3,0,0,28,28.5,0,0.0,7,35,27,Pathfinder #148: Fires of the Haunted City,14
139,5.0,7.0,4.0,-3.0,1.0,5.0,33.0,215,21.0,26.0,18.0,1,30.0,50,0,1,0,0,0,0,0,0,0,26,24.5,0,0.0,2,32,24,Pathfinder #148: Fires of the Haunted City,12
137,8.0,4.0,6.0,2.0,4.0,2.0,34.0,240,27.0,19.0,23.0,1,30.0,0,0,0,3,0,0,0,0,0,0,27,31.5,25,22.0,3,31,21,Pathfinder #148: Fires of the Haunted City,13
133,7.0,3.0,5.0,0.0,4.0,1.0,32.0,215,24.0,20.0,21.0,0,20.0,0,0,0,0,0,0,0,0,0,0,28,28.0,25,12.5,0,0,0,Pathfinder #148: Fires of the Haunted City,12
129,7.0,-5.0,5.0,-5.0,0.0,-5.0,20.0,300,20.0,10.0,15.0,5,10.0,0,0,0,0,0,0,0,0,0,0,24,25.0,0,0.0,0,0,0,Pathfinder #148: Fires of the Haunted City,11
153,4.0,8.0,5.0,3.0,2.0,6.0,37.0,250,26.0,29.0,23.0,5,30.0,0,0,0,0,0,0,0,0,0,0,30,22.5,0,0.0,0,0,0,Pathfinder #148: Fires of the Haunted City,14
154,5.0,2.0,4.0,1.0,2.0,0.0,22.0,75,15.0,9.0,11.0,6,20.0,0,0,0,0,0,0,0,0,0,0,15,17.5,0,0.0,0,0,0,Pathfinder #148: Fires of the Haunted City,5
112,8.0,4.0,6.0,3.0,5.0,2.0,37.0,285,28.0,24.0,25.0,6,20.0,0,0,0,0,0,0,0,0,0,0,31,23.0,0,0.0,0,0,0,Pathfinder #148: Fires of the Haunted City,15
213,4.0,2.0,3.0,0.0,2.0,2.0,25.0,120,18.0,12.0,15.0,0,20.0,0,0,0,0,0,0,0,0,0,0,18,17.0,15,13.5,0,0,0,Pathfinder #147: Tomorrow Must Burn,7
119,2.0,4.0,2.0,5.0,2.0,4.0,28.0,170,17.0,19.0,19.0,0,25.0,0,5,5,3,5,3,3,0,0,0,21,10.5,21,10.5,6,22,14,Pathfinder #147: Tomorrow Must Burn,11
179,4.0,5.0,3.0,1.0,3.0,4.0,35.0,235,23.0,25.0,22.0,0,25.0,0,0,0,0,0,0,0,0,0,0,26,19.0,27,22.5,0,0,0,Pathfinder #147: Tomorrow Must Burn,13
190,4.0,4.0,3.0,0.0,2.0,-1.0,22.0,75,12.0,15.0,9.0,0,25.0,0,0,0,0,0,0,0,0,0,0,15,10.5,15,6.5,0,0,0,Pathfinder #147: Tomorrow Must Burn,5
191,0.0,5.0,1.0,4.0,3.0,4.0,30.0,160,17.0,21.0,19.0,0,30.0,0,3,3,3,0,0,0,0,0,0,22,18.0,22,9.5,3,29,23,Pathfinder #147: Tomorrow Must Burn,10
196,6.0,7.0,3.0,6.0,6.0,8.0,39.0,295,25.0,29.0,30.0,1,30.0,30,1,1,0,1,1,1,1,1,1,31,31.5,0,0.0,9,38,30,Pathfinder #147: Tomorrow Must Burn,16
194,2.0,5.0,1.0,1.0,4.0,3.0,31.0,185,18.0,24.0,21.0,0,25.0,0,0,0,0,0,0,0,0,0,0,22,10.5,23,21.5,0,0,0,Pathfinder #147: Tomorrow Must Burn,11
175,7.0,1.0,5.0,2.0,3.0,3.0,30.0,200,21.0,17.0,19.0,0,25.0,0,2,0,1,3,0,0,0,0,0,23,20.0,0,0.0,4,27,19,Pathfinder #147: Tomorrow Must Burn,10
200,-5.0,3.0,0.0,3.0,7.0,5.0,29.0,135,14.0,21.0,23.0,6,0.0,25,0,0,0,0,0,0,0,0,0,22,22.0,0,0.0,0,0,0,Pathfinder #147: Tomorrow Must Burn,10
203,7.0,5.0,5.0,4.0,6.0,5.0,30.0,155,22.0,16.0,19.0,0,40.0,0,0,0,0,0,1,0,0,0,0,23,22.0,0,0.0,5,0,0,Pathfinder #147: Tomorrow Must Burn,10
124,5.0,2.0,4.0,-4.0,2.0,-2.0,23.0,98,16.0,14.0,10.0,0,40.0,0,0,0,0,0,0,0,0,0,0,17,17.0,0,0.0,0,0,0,Pathfinder #147: Tomorrow Must Burn,6
212,4.0,5.0,3.0,1.0,4.0,0.0,32.0,195,20.0,22.0,21.0,0,30.0,0,0,0,0,0,0,0,0,0,0,22,13.5,23,17.0,0,0,0,Pathfinder #147: Tomorrow Must Burn,11
173,6.0,2.0,4.0,5.0,3.0,4.0,34.0,200,21.0,21.0,22.0,5,35.0,0,3,3,5,2,3,2,1,0,0,26,17.0,25,19.0,7,34,26,Pathfinder #147: Tomorrow Must Burn,13
210,0.0,4.0,3.0,4.0,2.0,1.0,27.0,135,17.0,18.0,14.0,0,25.0,0,0,0,0,0,0,0,0,0,0,19,13.5,19,15.0,0,0,0,Pathfinder #147: Tomorrow Must Burn,8
211,2.0,4.0,2.0,0.0,0.0,2.0,25.0,95,10.0,14.0,12.0,0,25.0,0,0,0,0,0,0,0,0,0,0,17,8.5,16,6.5,0,0,0,Pathfinder #147: Tomorrow Must Burn,6
156,6.0,1.0,6.0,-4.0,1.0,-1.0,27.0,135,19.0,14.0,16.0,5,35.0,0,0,0,0,0,0,0,0,0,0,20,18.0,0,0.0,0,0,0,Pathfinder #147: Tomorrow Must Burn,9
164,3.0,2.0,3.0,1.0,1.0,4.0,28.0,155,21.0,15.0,18.0,0,25.0,0,4,3,3,2,1,0,0,0,0,19,16.0,18,11.5,5,27,19,Pathfinder #147: Tomorrow Must Burn,9
228,5.0,6.0,4.0,5.0,3.0,4.0,33.0,185,22.0,22.0,23.0,0,35.0,0,4,5,4,2,2,3,0,0,0,24,24.5,0,0.0,6,32,24,Pathfinder #147: Tomorrow Must Burn,12
207,5.0,3.0,5.0,0.0,5.0,2.0,30.0,180,20.0,17.0,19.0,0,25.0,0,0,0,0,0,0,0,0,0,0,22,12.0,21,15.0,0,0,0,Pathfinder #147: Tomorrow Must Burn,10
174,4.0,4.0,1.0,1.0,2.0,3.0,28.0,135,16.0,17.0,15.0,0,30.0,0,1,0,1,0,0,0,0,0,0,19,12.0,19,7.5,3,25,17,Pathfinder #146: Cult of Cinders,8
199,6.0,3.0,5.0,0.0,4.0,1.0,27.0,135,19.0,13.0,16.0,3,30.0,0,0,0,0,0,0,0,0,0,0,20,18.0,17,16.0,0,0,0,Pathfinder #146: Cult of Cinders,8
161,2.0,4.0,1.0,1.0,4.0,0.0,21.0,71,10.0,13.0,13.0,0,25.0,0,4,4,0,0,0,0,0,0,0,11,6.5,13,6.5,2,23,13,Pathfinder #146: Cult of Cinders,5
155,3.0,4.0,5.0,0.0,-1.0,6.0,26.0,135,17.0,16.0,11.0,0,25.0,0,0,0,0,0,0,0,0,0,0,19,11.0,18,8.5,0,0,0,Pathfinder #146: Cult of Cinders,8
160,1.0,4.0,2.0,0.0,3.0,-1.0,20.0,44,9.0,11.0,10.0,0,25.0,0,0,0,0,0,0,0,0,0,0,11,6.5,11,5.5,0,0,0,Pathfinder #146: Cult of Cinders,3
131,4.0,3.0,2.0,0.0,5.0,3.0,23.0,90,14.0,12.0,15.0,3,25.0,0,3,1,2,0,0,0,0,0,0,17,15.0,15,13.0,3,25,17,Pathfinder #146: Cult of Cinders,6
217,6.0,3.0,5.0,0.0,4.0,1.0,27.0,135,19.0,13.0,16.0,3,30.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,Pathfinder #146: Cult of Cinders,8
184,5.0,-3.0,4.0,-5.0,-5.0,-5.0,13.0,175,18.0,7.0,5.0,6,10.0,0,0,0,0,0,0,0,0,0,0,17,17.0,0,0.0,0,0,0,Pathfinder #146: Cult of Cinders,6
122,6.0,2.0,3.0,4.0,3.0,6.0,27.0,135,18.0,15.0,18.0,2,40.0,60,0,1,1,0,0,0,0,0,0,20,16.0,0,0.0,3,26,18,Pathfinder #146: Cult of Cinders,8
165,-1.0,4.0,2.0,6.0,2.0,3.0,27.0,122,14.0,18.0,16.0,1,25.0,0,0,0,0,0,0,0,0,0,0,19,4.5,20,6.5,0,0,0,Pathfinder #146: Cult of Cinders,8
121,5.0,3.0,3.0,-1.0,3.0,6.0,28.0,145,18.0,16.0,18.0,3,40.0,0,5,1,1,0,1,0,0,0,0,20,18.0,0,0.0,5,27,19,Pathfinder #146: Cult of Cinders,9
149,3.0,3.0,0.0,1.0,2.0,0.0,19.0,26,6.0,9.0,6.0,0,30.0,0,0,0,0,0,0,0,0,0,0,11,5.5,11,4.5,0,16,8,Pathfinder #146: Cult of Cinders,2
193,1.0,3.0,0.0,3.0,2.0,4.0,23.0,74,8.0,13.0,12.0,1,35.0,0,5,3,3,0,0,0,0,0,0,15,11.0,16,12.0,3,24,14,Pathfinder #146: Cult of Cinders,6
192,6.0,1.0,5.0,-5.0,2.0,-4.0,21.0,135,15.0,13.0,10.0,0,30.0,0,0,0,0,0,0,0,0,0,0,17,14.5,0,0.0,0,0,0,Pathfinder #146: Cult of Cinders,6
999,5.0,1.0,4.0,0.0,0.0,-2.0,17.0,60,11.0,6.0,7.0,0,20.0,0,0,0,0,0,0,0,0,0,0,12,12.0,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,3
1002,2.0,3.0,2.0,-4.0,0.0,0.0,16.0,15,6.0,7.0,4.0,0,25.0,0,0,0,0,0,0,0,0,0,0,7,6.5,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,0
1001,1.0,4.0,2.0,4.0,1.0,0.0,22.0,68,11.0,13.0,8.0,0,25.0,0,0,0,0,0,0,0,0,0,0,14,6.0,13,4.5,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,5
997,4.0,1.0,5.0,-4.0,2.0,-1.0,16.0,30,11.0,5.0,8.0,0,30.0,0,0,0,0,0,0,0,0,0,0,10,8.5,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,2
1000,1.0,3.0,3.0,4.0,1.0,0.0,21.0,54,11.0,11.0,7.0,0,25.0,0,0,0,0,0,0,0,0,0,0,9,3.5,12,4.5,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,4
995,2.0,3.0,3.0,3.0,0.0,-1.0,17.0,30,9.0,9.0,4.0,0,25.0,0,0,0,0,0,0,0,0,0,0,8,5.5,9,4.5,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,2
998,5.0,2.0,4.0,2.0,1.0,0.0,20.0,65,12.0,10.0,9.0,0,20.0,0,0,0,0,0,0,0,0,0,0,14,9.5,0,0.0,0,0,0,Pathfinder Adventure: The Fall of Plaguestone,4
